balanceOf,owner,allBurn,allMint,,totalSupply
allBurn,totalOut,allMint,totalIn,owner,,totalSupply,balanceOf
totalSupply,balanceOf,owner,
totalSupply,totalIn,totalOut,owner,,balanceOf
