this,paused,allowanceTotal,totalSupply,decreaseAllowanceTotal,owner,balanceOf,totalBalances,pendingOwner,spentTotal,,allowance
this,totalBurn,paused,totalMint,allowanceTotal,totalIn,totalBalances,totalSupply,decreaseAllowanceTotal,owner,totalOut,pendingOwner,spentTotal,,allowance,balanceOf
allMint,this,paused,allBurn,balanceOf,owner,totalBalances,pendingOwner,allowance,,totalSupply
allMint,this,owner,paused,allowanceTotal,allBurn,totalBalances,decreaseAllowanceTotal,balanceOf,pendingOwner,spentTotal,,totalSupply,allowance
allMint,this,totalBurn,paused,totalMint,allBurn,totalIn,totalBalances,totalOut,owner,pendingOwner,allowance,,totalSupply,balanceOf
allMint,this,totalBurn,paused,totalMint,allowanceTotal,allBurn,totalIn,totalBalances,decreaseAllowanceTotal,owner,totalOut,pendingOwner,spentTotal,,balanceOf,totalSupply,allowance
this,totalBurn,paused,totalMint,totalIn,totalBalances,totalSupply,totalOut,owner,pendingOwner,allowance,,balanceOf
this,paused,totalSupply,balanceOf,owner,totalBalances,pendingOwner,allowance,
