totalSupply,totalOut,totalBurn,allowance,paused,isPauser,totalMint,totalIn,totalBalances,owner,,balanceOf
totalSupply,spentTotal,decreaseAllowanceTotal,paused,isPauser,balanceOf,totalBalances,owner,allowanceTotal,,allowance
totalSupply,spentTotal,totalBurn,decreaseAllowanceTotal,totalOut,totalBalances,isPauser,totalMint,totalIn,paused,owner,allowanceTotal,,allowance,balanceOf
allBurn,allowance,paused,balanceOf,allMint,isPauser,totalBalances,owner,,totalSupply
totalSupply,allowance,paused,balanceOf,isPauser,totalBalances,owner,
totalMint,allBurn,totalBurn,allowance,totalOut,totalBalances,isPauser,allMint,totalIn,paused,owner,,totalSupply,balanceOf
totalMint,spentTotal,allBurn,totalBurn,decreaseAllowanceTotal,totalOut,totalBalances,isPauser,allMint,totalIn,paused,owner,allowanceTotal,,totalSupply,allowance,balanceOf
spentTotal,allBurn,decreaseAllowanceTotal,paused,balanceOf,allMint,isPauser,totalBalances,owner,allowanceTotal,,totalSupply,allowance
