allMint,totalBurn,totalMint,increaseAllowanceTotal,allBurn,totalIn,decreaseAllowanceTotal,owner,totalOut,totalBalances,spentTotal,,balanceOf,totalSupply,allowance
owner,increaseAllowanceTotal,totalSupply,decreaseAllowanceTotal,balanceOf,totalBalances,spentTotal,,allowance
allMint,increaseAllowanceTotal,allBurn,decreaseAllowanceTotal,owner,balanceOf,totalBalances,spentTotal,,totalSupply,allowance
allMint,totalBurn,totalMint,allBurn,totalIn,totalOut,owner,totalBalances,allowance,,totalSupply,balanceOf
totalSupply,balanceOf,owner,totalBalances,allowance,
allMint,allBurn,balanceOf,owner,totalBalances,allowance,,totalSupply
totalBurn,totalMint,totalIn,totalSupply,totalOut,owner,totalBalances,allowance,,balanceOf
totalBurn,totalMint,increaseAllowanceTotal,totalIn,totalSupply,decreaseAllowanceTotal,owner,totalOut,totalBalances,spentTotal,,allowance,balanceOf
